id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
54337,20000.0,3,16.99,712.96,D,D1,307.0,9 years,1,69000.0,1,2016-09-01,0,0,171.0,8,28.34,0.0,660.0,664.0,15.0,0.0,0.0,35044.0,83.8,16.0,1,0,Dec-2006,0.0,1.0,0.0,10.0,13.0,13.0,10.0,11.0,1.0,13.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0
364275,8400.0,3,11.44,276.76,B,B4,634.0,5 years,1,111000.0,0,2014-11-01,0,0,48.0,10,19.41,0.0,705.0,709.0,14.0,0.0,0.0,53836.0,70.8,35.0,1,0,Jun-2001,0.0,1.0,0.0,5.0,6.0,6.0,6.0,9.0,13.0,10.0,17.0,6.0,14.0,0.0,0.0,0.0,3.0
29849,16450.0,3,20.31,613.95,D,D5,286150.0,9 years,0,50000.0,2,2013-07-01,0,5,116.0,14,19.82,0.0,670.0,674.0,11.0,0.0,0.0,10547.0,68.5,23.0,1,0,Jul-2004,6.0,1.0,0.0,4.0,9.0,9.0,5.0,12.0,1.0,10.0,19.0,9.0,11.0,0.0,0.0,0.0,0.0
613569,24000.0,5,14.99,570.84,C,C4,307.0,10+ years,0,100000.0,0,2017-03-01,0,0,177.0,26,24.4,0.0,730.0,734.0,12.0,0.0,0.0,25283.0,50.1,31.0,0,0,Apr-1990,0.0,1.0,0.0,2.0,6.0,6.0,2.0,7.0,10.0,7.0,16.0,6.0,12.0,0.0,0.0,0.0,3.0
567378,25000.0,5,16.29,611.82,D,D2,507.0,7 years,2,55000.0,1,2014-06-01,1,0,335.0,8,21.95,0.0,710.0,714.0,10.0,0.0,0.0,14252.0,73.1,22.0,1,0,Aug-2005,0.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,12.0,6.0,8.0,4.0,10.0,0.0,0.0,0.0,1.0
80889,7625.0,3,18.24,276.59,D,D5,197601.0,7 years,1,33000.0,1,2014-06-01,1,0,209.0,21,24.04,0.0,705.0,709.0,11.0,0.0,0.0,8567.0,56.4,14.0,1,0,Oct-2007,0.0,1.0,0.0,6.0,9.0,9.0,6.0,8.0,1.0,10.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0
575699,12000.0,3,7.39,372.67,A,A4,126377.0,10+ years,0,38000.0,0,2016-06-01,0,0,79.0,2,8.75,0.0,720.0,724.0,11.0,0.0,0.0,8512.0,40.7,12.0,0,0,Feb-2004,0.0,1.0,0.0,3.0,5.0,5.0,3.0,3.0,0.0,10.0,10.0,5.0,11.0,0.0,0.0,0.0,2.0
613141,24000.0,3,13.99,820.15,C,C3,877.0,10+ years,0,140000.0,0,2016-08-01,0,4,775.0,16,24.54,0.0,695.0,699.0,17.0,0.0,0.0,17673.0,89.7,35.0,0,0,Apr-2001,4.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,25.0,3.0,8.0,2.0,17.0,0.0,0.0,0.0,7.0
150624,35000.0,3,11.47,1153.67,B,B5,15285.0,10+ years,0,90000.0,1,2016-02-01,0,2,677.0,13,23.05,0.0,720.0,724.0,16.0,0.0,0.0,45666.0,71.0,29.0,0,0,Jun-1993,5.0,1.0,0.0,5.0,11.0,11.0,9.0,11.0,5.0,11.0,23.0,7.0,15.0,NA,0.0,0.0,2.0
229967,20000.0,5,22.99,563.7,F,F2,40478.0,10+ years,1,80000.0,2,2015-08-01,0,5,480.0,8,34.1,0.0,695.0,699.0,15.0,0.0,0.0,13682.0,54.7,24.0,1,0,Feb-2004,6.0,1.0,0.0,5.0,7.0,7.0,6.0,8.0,5.0,11.0,18.0,7.0,15.0,0.0,0.0,0.0,1.0
712087,20000.0,3,7.97,626.46,A,A5,1216.0,4 years,2,100000.0,2,2017-08-01,0,0,238.0,22,21.81,2.0,680.0,684.0,18.0,0.0,0.0,22173.0,67.6,35.0,0,1,Jan-2002,0.0,1.0,0.0,7.0,7.0,7.0,9.0,10.0,21.0,9.0,11.0,7.0,18.0,0.0,0.0,0.0,1.0
101320,2500.0,3,7.35,77.6,A,A4,307.0,5 years,0,30000.0,0,2017-12-01,0,0,432.0,10,19.72,0.0,775.0,779.0,17.0,0.0,0.0,5683.0,9.3,27.0,0,0,Sep-2004,0.0,1.0,0.0,9.0,11.0,11.0,10.0,12.0,4.0,14.0,22.0,11.0,17.0,0.0,0.0,0.0,1.0
94174,7000.0,3,12.99,235.83,C,C1,194472.0,1 year,2,30000.0,0,2014-07-01,1,0,323.0,12,16.98,0.0,745.0,749.0,7.0,0.0,0.0,2846.0,15.3,10.0,0,0,Jul-2003,0.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,2.0
699934,30000.0,5,19.99,794.65,E,E3,5680.0,3 years,0,135000.0,2,2015-01-01,0,0,230.0,2,10.29,0.0,715.0,719.0,7.0,0.0,0.0,40527.0,99.1,17.0,1,0,Apr-2001,0.0,1.0,0.0,4.0,5.0,5.0,4.0,7.0,4.0,5.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0
702528,10000.0,3,10.91,326.97,B,B4,54.0,NA,0,24000.0,2,2018-01-01,1,0,104.0,23,23.15,0.0,720.0,724.0,14.0,0.0,0.0,2856.0,12.5,16.0,0,0,Jul-2006,0.0,1.0,0.0,5.0,9.0,9.0,5.0,5.0,3.0,12.0,12.0,9.0,14.0,0.0,0.0,0.0,1.0
167851,35000.0,3,8.39,1103.09,A,A5,184.0,10+ years,1,160000.0,1,2014-10-01,0,4,31.0,2,17.91,0.0,750.0,754.0,10.0,0.0,0.0,27262.0,49.4,37.0,0,0,Jan-1988,4.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,19.0,6.0,12.0,4.0,10.0,0.0,0.0,0.0,1.0
778811,20000.0,5,20.99,540.96,E,E5,161.0,6 years,2,96000.0,2,2015-07-01,0,0,147.0,26,14.51,1.0,660.0,664.0,10.0,0.0,0.0,14460.0,76.9,34.0,0,0,Jan-2000,0.0,1.0,2.0,3.0,5.0,5.0,3.0,8.0,14.0,6.0,19.0,5.0,10.0,0.0,0.0,0.0,3.0
750091,11850.0,3,13.33,401.16,C,C3,12560.0,8 years,1,27000.0,2,2015-04-01,0,4,34.0,18,25.2,0.0,680.0,684.0,6.0,0.0,0.0,5079.0,90.7,13.0,1,0,Dec-2007,4.0,1.0,0.0,4.0,4.0,4.0,4.0,8.0,5.0,4.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0
662222,16000.0,3,10.16,517.48,B,B1,321631.0,6 years,0,82000.0,2,2013-01-01,0,0,414.0,0,21.4,0.0,695.0,699.0,11.0,1.0,1.0,16106.0,71.6,22.0,0,0,Dec-2002,5929.0,1.0,0.0,1.0,3.0,3.0,3.0,7.0,11.0,6.0,10.0,3.0,11.0,0.0,0.0,0.0,2.0
95243,35000.0,5,26.14,1050.82,F,F4,671.0,10+ years,0,87000.0,2,2016-05-01,0,2,434.0,2,16.39,1.0,685.0,689.0,8.0,0.0,0.0,5033.0,34.5,30.0,0,0,Apr-2004,5.0,1.0,0.0,2.0,2.0,2.0,3.0,6.0,17.0,4.0,8.0,3.0,8.0,0.0,0.0,0.0,7.0
794017,20000.0,3,14.08,684.33,C,C3,54.0,NA,0,32880.0,0,2017-07-01,1,0,101.0,23,10.47,0.0,685.0,689.0,5.0,0.0,0.0,4026.0,70.6,16.0,1,1,Jul-1990,0.0,1.0,0.0,3.0,3.0,3.0,3.0,8.0,5.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,1.0
352623,12000.0,3,24.74,475.47,E,E3,10651.0,< 1 year,0,50000.0,1,2017-05-01,0,2,212.0,7,19.32,0.0,675.0,679.0,8.0,1.0,1.0,3897.0,44.8,11.0,1,0,Feb-2007,5.0,1.0,0.0,4.0,5.0,5.0,5.0,6.0,3.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,3.0
241203,32000.0,5,16.99,795.12,D,D3,347.0,3 years,1,115000.0,2,2015-11-01,1,0,106.0,12,26.58,0.0,670.0,674.0,14.0,1.0,1.0,13311.0,90.6,31.0,0,0,May-1992,0.0,1.0,0.0,4.0,7.0,7.0,4.0,5.0,16.0,9.0,13.0,7.0,14.0,0.0,0.0,0.0,2.0
72401,8000.0,5,18.25,204.24,D,D2,274897.0,10+ years,0,100000.0,2,2013-08-01,0,5,108.0,21,28.58,2.0,690.0,694.0,10.0,0.0,0.0,141580.0,53.0,30.0,1,0,Feb-1997,558.0,1.0,3.0,2.0,3.0,3.0,5.0,16.0,5.0,7.0,22.0,3.0,9.0,0.0,0.0,1.0,0.0
27716,24000.0,3,7.62,747.88,A,A3,64909.0,3 years,0,215000.0,2,2013-11-01,0,0,129.0,30,6.55,0.0,710.0,714.0,20.0,0.0,0.0,53320.0,38.9,60.0,1,0,Jul-1993,624.0,1.0,0.0,8.0,11.0,11.0,10.0,21.0,16.0,16.0,37.0,11.0,20.0,0.0,0.0,0.0,2.0
236315,7200.0,3,12.62,241.29,C,C1,2832.0,10+ years,0,80000.0,2,2018-01-01,0,0,107.0,30,17.75,0.0,680.0,684.0,8.0,0.0,0.0,6760.0,61.5,14.0,0,0,Jun-2002,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,3.0,5.0,2.0,8.0,0.0,0.0,0.0,3.0
238077,1400.0,3,17.77,50.46,D,D1,218715.0,4 years,1,21120.0,2,2012-10-01,0,7,251.0,8,2.27,0.0,680.0,684.0,3.0,0.0,0.0,1035.0,60.9,3.0,1,0,Aug-2008,8.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
235735,30000.0,3,9.17,956.37,B,B2,24189.0,10+ years,2,150000.0,1,2015-08-01,0,0,298.0,30,18.38,0.0,735.0,739.0,6.0,0.0,0.0,71151.0,79.9,13.0,1,0,Jun-1989,0.0,1.0,0.0,3.0,4.0,4.0,4.0,7.0,1.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0
777591,15000.0,5,7.39,299.79,A,A4,1791.0,10+ years,0,80000.0,2,2016-04-01,0,4,140.0,8,16.22,0.0,685.0,689.0,5.0,0.0,0.0,6475.0,56.3,13.0,0,0,Aug-2005,4.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,8.0,2.0,5.0,0.0,0.0,0.0,1.0
634167,6000.0,3,15.27,208.79,C,C4,315653.0,5 years,1,52000.0,1,2012-01-01,0,0,29.0,19,11.22,0.0,670.0,674.0,5.0,0.0,0.0,5699.0,77.0,20.0,1,0,Oct-2002,3435.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495290,24000.0,3,8.39,756.4,B,B1,161.0,10+ years,0,80000.0,1,2016-02-01,0,4,636.0,27,22.01,0.0,660.0,664.0,15.0,1.0,0.0,46079.0,85.6,30.0,0,0,Oct-1990,2.0,1.0,4.0,6.0,12.0,12.0,7.0,13.0,2.0,13.0,23.0,12.0,15.0,0.0,0.0,0.0,2.0
236714,9600.0,3,12.69,322.04,C,C2,80407.0,3 years,1,72000.0,1,2015-05-01,0,0,157.0,8,17.16,0.0,675.0,679.0,15.0,0.0,0.0,13965.0,57.9,37.0,0,0,Mar-2008,0.0,1.0,0.0,4.0,8.0,8.0,4.0,8.0,17.0,13.0,20.0,8.0,15.0,0.0,0.0,0.0,4.0
13655,19925.0,5,10.15,424.82,B,B2,14103.0,10+ years,0,52400.0,0,2014-08-01,0,0,29.0,19,9.09,0.0,735.0,739.0,6.0,0.0,0.0,16936.0,35.7,23.0,0,0,Oct-1991,0.0,1.0,0.0,3.0,4.0,4.0,4.0,8.0,8.0,5.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0
487123,10000.0,3,14.64,344.9,C,C3,1812.0,10+ years,0,54000.0,1,2014-05-01,0,0,56.0,8,17.0,0.0,670.0,674.0,9.0,1.0,1.0,5576.0,39.0,26.0,0,0,Aug-1999,0.0,1.0,0.0,3.0,3.0,3.0,3.0,11.0,8.0,7.0,17.0,3.0,9.0,0.0,0.0,0.0,2.0
507558,9600.0,3,6.03,292.19,A,A1,293487.0,10+ years,2,75000.0,2,2013-06-01,0,2,232.0,13,25.44,0.0,820.0,824.0,11.0,0.0,0.0,7116.0,7.9,32.0,1,0,Jul-1990,5.0,1.0,0.0,2.0,2.0,2.0,5.0,8.0,10.0,7.0,17.0,2.0,11.0,0.0,0.0,0.0,2.0
214399,14000.0,3,14.47,481.69,C,C2,211522.0,10+ years,2,46000.0,2,2014-02-01,0,4,121.0,14,26.09,0.0,715.0,719.0,26.0,0.0,0.0,15985.0,36.4,36.0,0,0,Jan-1987,4.0,1.0,0.0,8.0,15.0,15.0,9.0,15.0,4.0,24.0,32.0,15.0,26.0,0.0,0.0,0.0,6.0
300920,27500.0,5,15.61,663.07,D,D1,1646.0,10+ years,2,130000.0,1,2014-07-01,0,4,455.0,13,14.57,0.0,670.0,674.0,15.0,0.0,0.0,14993.0,46.3,24.0,0,0,Jan-2002,4.0,1.0,0.0,6.0,9.0,9.0,7.0,8.0,8.0,12.0,14.0,9.0,15.0,0.0,0.0,0.0,4.0
380185,12000.0,3,14.33,412.06,C,C1,338672.0,10+ years,0,80000.0,2,2012-08-01,0,0,79.0,2,22.79,0.0,685.0,689.0,22.0,1.0,1.0,32177.0,41.1,33.0,1,0,Jan-1996,55558.0,1.0,NA,NA,NA,NA,13.0,NA,NA,NA,NA,NA,22.0,NA,NA,NA,NA
222757,5000.0,3,9.17,159.4,B,B2,734.0,10+ years,0,62544.0,1,2015-12-01,0,5,699.0,0,12.99,0.0,665.0,669.0,10.0,0.0,0.0,22404.0,64.9,29.0,0,0,Nov-2000,6.0,1.0,1.0,3.0,4.0,4.0,5.0,11.0,7.0,8.0,19.0,4.0,10.0,0.0,0.0,0.0,0.0
794701,19625.0,5,23.43,558.1,F,F1,54.0,10+ years,0,55975.0,0,2014-02-01,1,4,71.0,9,8.13,0.0,660.0,664.0,13.0,0.0,0.0,12682.0,46.1,18.0,0,0,Mar-1990,4.0,1.0,0.0,7.0,8.0,8.0,7.0,10.0,1.0,12.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0
85860,8700.0,3,14.61,299.94,D,D1,226839.0,4 years,1,28320.0,0,2009-11-01,0,0,304.0,8,11.27,0.0,685.0,689.0,5.0,0.0,0.0,3430.0,71.5,8.0,1,0,Aug-2006,17552.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676684,10000.0,3,11.44,329.48,B,B4,12365.0,2 years,1,55000.0,1,2016-12-01,0,0,51.0,13,14.51,1.0,670.0,674.0,7.0,0.0,0.0,8608.0,42.6,14.0,0,0,May-1999,0.0,1.0,1.0,4.0,5.0,5.0,5.0,8.0,2.0,6.0,11.0,5.0,7.0,0.0,0.0,1.0,3.0
5334,30000.0,5,12.74,678.61,C,C1,250484.0,< 1 year,0,140000.0,2,2017-02-01,0,0,109.0,21,17.85,2.0,690.0,694.0,12.0,1.0,0.0,21513.0,69.4,23.0,0,0,Oct-1998,0.0,1.0,0.0,2.0,5.0,5.0,2.0,4.0,7.0,8.0,13.0,5.0,12.0,0.0,0.0,0.0,2.0
286855,13000.0,3,13.67,442.23,C,C4,1454.0,9 years,1,31000.0,1,2015-11-01,0,0,441.0,9,21.76,0.0,665.0,669.0,9.0,0.0,0.0,9173.0,45.4,14.0,0,0,Feb-2005,0.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,6.0,8.0,8.0,5.0,9.0,0.0,0.0,0.0,2.0
619244,5200.0,3,11.49,171.46,B,B4,231177.0,5 years,0,81120.0,0,2011-04-01,0,8,290.0,18,18.43,0.0,695.0,699.0,6.0,1.0,1.0,41639.0,80.8,16.0,1,0,Nov-2000,7938.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106871,14500.0,3,11.06,475.13,B,B3,137427.0,10+ years,0,140000.0,1,2018-09-01,0,4,438.0,9,26.55,0.0,670.0,674.0,16.0,0.0,0.0,66512.0,63.5,33.0,0,0,Oct-2001,4.0,1.0,0.0,7.0,9.0,9.0,7.0,11.0,11.0,12.0,20.0,9.0,16.0,0.0,0.0,0.0,0.0
308779,8000.0,3,8.24,251.58,B,B1,205501.0,3 years,2,64000.0,0,2017-03-01,0,0,259.0,19,14.7,0.0,720.0,724.0,5.0,0.0,0.0,6389.0,43.2,14.0,0,0,Aug-1993,0.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,10.0,3.0,5.0,0.0,0.0,0.0,1.0
367209,16000.0,3,23.99,627.65,E,E2,143344.0,4 years,0,125000.0,1,2017-02-01,0,9,355.0,18,19.27,0.0,715.0,719.0,11.0,0.0,0.0,25163.0,80.9,17.0,1,0,Apr-1989,10.0,1.0,0.0,4.0,8.0,8.0,4.0,6.0,4.0,8.0,10.0,8.0,11.0,0.0,0.0,0.0,4.0
290320,7000.0,3,9.92,225.61,B,B2,18209.0,3 years,1,40000.0,1,2018-04-01,0,0,196.0,14,24.45,0.0,705.0,709.0,11.0,0.0,0.0,6526.0,37.1,20.0,1,0,Jun-2003,0.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,8.0,6.0,11.0,2.0,11.0,0.0,0.0,0.0,2.0
594814,24000.0,5,13.65,554.1,C,C1,1915.0,7 years,1,125000.0,1,2014-04-01,0,0,260.0,21,27.09,0.0,710.0,714.0,8.0,0.0,0.0,28437.0,67.1,31.0,1,0,Nov-2001,0.0,1.0,0.0,2.0,3.0,3.0,2.0,12.0,13.0,4.0,18.0,3.0,8.0,0.0,0.0,0.0,3.0
187702,21000.0,3,8.9,666.82,A,A5,122710.0,10+ years,0,90000.0,1,2014-03-01,0,4,757.0,15,23.31,0.0,705.0,709.0,18.0,0.0,0.0,28371.0,44.7,39.0,1,0,Jan-1990,4.0,1.0,0.0,4.0,9.0,9.0,4.0,7.0,14.0,14.0,22.0,9.0,18.0,0.0,0.0,0.0,4.0
